HOSP_ID,HOSPITAL_NAME,FIRM_TYPE,HOSPITAL_TYPE,ADDRESS,ADDRESS1,CITY,STATE,ZIP_CODE,PHONE,COUNTY,WEBSITE,HOSPITAL_OWNERSHIP,STATUS,NUMBER_BEDS,EST_READMISSION_PENALTY_FY2015,READMISSION_RATE_PENALTY_FY_2014,EST_READMISSION_PENALTY_FY2014,READMISSION_RATE_PENALTY_FY_2013,DATE_FISCAL_YEAR_END,TOT_PATIENT_REVENUE,INPATIENT_REVENUE,OUTPATIENT_REVENUE,PATIENT_DISCOUNTS,NET_PATIENT_REVENUE,NET_MEDICARE_REVENUE,NET_MEDICAID_REVENUE,PCT_PATIENT_DISCOUNTS,TOT_SALARIES,TOTAL_CONTRACT_LABOR,LABOR_COMP_RATIO,NET_INCOME,NUMBER_EMPLOYEES,NUMBER_AFFILIATED_PHYSICIANS,AVERAGE_LENGTH_OF_STAY,BED_UTILIZATION,AVG_DAILY_CENSUS,TOTAL_DAYS,INPATIENT_PART_C_DAYS,BIRTHS,TOTAL_ER_VISITS,PCT_MEDICARE_ER_ADMITTED,OUTPATIENT_SURGERIES,INPATIENT_SURGERIES,TOT_SURGERIES,LATITUDE,LONGITUDE
12782,Lea Regional Medical Center,Hospital,Short Term Acute Care Hospital,5419 N. Lovington Hwy,,Hobbs,NM,88240,575.492.5000,NM - Lea,www.learegionalmedical.com,Proprietary - Corporation,Active,143,73241.46449,-3.00E-03,18828.14745,-3.10E-03,31-Dec,239059311,119916054,119143257,157751072,81308239,7936827,9638293,0.6598,17905302,1943866,0.246767612,10459434,307,41,2.960129947,0.163866271,23.43287671,10023,85,639,15407.88368,0.239647864,1812,263,2075,32.7606,-103.181
12783,Lincoln County Medical Center,Hospital,Critical Access Hospital,211 Sudderth,,Ruidoso,NM,88345,636.528.8551,NM - Lincoln,www.phs.org/facilities/lcmc/,Voluntary Nonprofit - Other,Active,25,,,,,31-Dec,76265880,20378519,55887361,45534782,30731098,4785317,5201768,0.597,,,1.49E-03,-331714,213,30,2.959449674,0.391342466,9.783561644,4087,287,403,15320.48737,0.150197628,1761,367,1949,33.3232,-105.631
12784,Los Alamos Medical Center,Hospital,Short Term Acute Care Hospital,3917 West Road,,Los Alamos,NM,87544,505.662.4201,NM - Los Alamos,www.losalamosmedicalcenter.com/,Proprietary - Corporation,Active,47,5523.226006,0,0,0,31-Dec,113180279,26059440,87120839,55167493,58012786,8331287,2198969,0.4874,15873692,550117,0.307860546,9339043,221,52,2.965699208,0.171320315,8.052054795,3372,33,188,10748.24656,0.21866217,1283,180,1463,35.8824,-106.32
12785,Mimbres Memorial Hospital,Hospital,Critical Access Hospital,900 W Ash,,Deming,NM,88031,575.546.5800,NM - Luna,www.mimbresmemorial.com,Proprietary - Corporation,Active,25,,0,0,0,31-Dec,104183856,34516422,69667434,69852647,34331209,5282050,6637345,0.6704,,,2.52E-03,3675753,188,32,3.154499151,0.572712329,14.31780822,5574,827,151,1336.985434,3.78E-02,365,244,609,32.2612,-107.769
12786,Rehoboth Mckinley Christian Health Services,Hospital,Short Term Acute Care Hospital,1901 Red Rock Drive,,Gallup,NM,87301,505.863.7000,NM - Mckinley,www.rmch.org,Voluntary Nonprofit - Other,Active,60,21103.33295,0,0,-1.00E-04,31-Dec,107114643,37675927,69438716,64741879,42372764,10548036,13300157,0.6044,25459468,1324360,0.632100091,-682677,484,36,3.199391172,0.347214612,20.83287671,8408,236,515,22321.68,0.223632517,2223,973,2505,35.5073,-108.727
12787,Zuni Indian Hospital,Hospital,Short Term Acute Care Hospital,Route 301 North B Street,,Zuni,NM,87327,505.782.4431,NM - Mckinley,www.ihs.gov/,Governmental - Federal,Active,27,0,0,0,0,30-Sep,,,,,,2972551,,,12971996,,,-30711541,,25,4.149621212,0.221716252,5.986338798,2191,,,,,,7,7,35.082,-108.76
12788,Gallup Indian Medical Center,Hospital,Short Term Acute Care Hospital,P O Box 1337,,Gallup,NM,87301,505.722.1000,NM - Mckinley,www.ihs.gov/navajo/index.cfm?module=nao_hcc_gallup,Governmental - Federal,Active,78,32714.84363,-5.20E-03,33541.7112,-6.00E-04,30-Sep,,,,,,12184034,,,69450395,,,-130818003,1173,122,3.860465116,0.46062522,35.92876712,13114,,566,27318.66,,,428,428,35.5343,-108.849
12789,Crownpoint PHS Indian Hospital,Hospital,Short Term Acute Care Hospital,P O Box 358,,Crownpoint,NM,87313,505.786.5291,NM - Mckinley,www.ihs.gov/,Governmental - Federal,Active,25,0,0,0,0,30-Sep,,,,,,2469556,,,20191626,,,-42671501,379,41,3.287037037,0.194520548,4.863013699,1775,,,,,,,,35.7615,-108.102
12790,Mescalero PHS Indian Hospital,Hospital,Short Term Acute Care Hospital,P O Box 210,,Mescalero,NM,88340,575.671.4441,NM - Otero,www.ihs.gov/,Governmental - Federal,Active,11,0,0,0,0,30-Sep,,,,,,545382,,,4057485,1,,-9922826,,9,3.328301887,0.219076006,2.409836066,882,,,,,,,,33.1573,-105.733
12791,Gerald Champion Regional Medical Center,Hospital,Short Term Acute Care Hospital,2669 North Scenic Drive,,Alamogordo,NM,88310,575.439.6100,NM - Otero,www.gcrmc.org,Voluntary Nonprofit - Other,Active,99,0,0,0,0,30-Jun,272123127,92064753,180058374,172345626,99777501,25632256,9879409,0.6333,36164778,2546920,0.428873399,-4006724,470,101,3.3374613,0.24261796,24.01917808,9702,175,581,31582.73037,0.198274279,4139,976,4685,32.9265,-105.933
12792,Dr Dan C Trigg Memorial Hospital,Hospital,Critical Access Hospital,301 East Miel De Luna,,Tucumcari,NM,88401,575.461.7000,NM - Quay,www.phs.org/phs/hospitals/hospitals/tucumcari/index.htm,Voluntary Nonprofit - Other,Active,25,,,,,31-Dec,24679336,4596738,20082598,8941145,15738191,2877567,5318808,0.3622,,,4.07E-03,1489886,87,16,3.799256506,0.111693989,2.792349727,1022,38,,5537.082192,9.05E-02,103,7,105,35.1565,-103.724
12793,Presbyterian Espanola Hospital,Hospital,Short Term Acute Care Hospital,1010 Spruce Street,,Espanola,NM,87532,505.753.7111,NM - Rio Arriba,www.phs.org/facilities/espanola/,Voluntary Nonprofit - Other,Active,63,29294.29319,-4.00E-04,1686.397012,0,31-Dec,141854098,48945923,92908175,87077886,54776212,8808499,11609469,0.6138,22387611,580489,0.422572211,6038503,270,59,3.778769375,0.322852794,20.33972603,8045,676,270,19443.03543,0.187264743,2204,668,2688,35.997,-106.085
12794,Roosevelt General Hospital,Hospital,Short Term Acute Care Hospital,42121 Us Highway 70,,Portales,NM,88130,575.359.1800,NM - Roosevelt,,Proprietary - Corporation,Active,24,3716.763298,-2.20E-03,3452.832718,-2.40E-03,30-Jun,57749345,12561176,45188169,35388651,22360694,3463025,1900776,0.6127,12709378,198819,0.666606233,700214,152,21,3.065420561,0.224657534,5.391780822,1968,27,,8986.49754,0.175090253,1106,10,1116,34.1693,-103.363
12795,San Juan Regional Medical Center,Hospital,Short Term Acute Care Hospital,801 West Maple Street,,Farmington,NM,87401,505.609.2000,NM - San Juan,www.sanjuanregional.com,Voluntary Nonprofit - Other,Active,188,124177.075,0,0,0,30-Jun,601219408,299571992,301647416,331759637,269459771,57081725,35257600,0.5518,114393895,288057,0.437992338,9787699,1633,176,4.56,0.598324104,112.4849315,43548,691,1317,47639.55859,0.347348357,3646,3480,6310,36.7243,-108.215
12796,Northern Navajo PHS Indian Hospital,Hospital,Short Term Acute Care Hospital,P O Box 160,,Shiprock,NM,87420,505.368.6001,NM - San Juan,www.ihs.gov/,Governmental - Federal,Active,59,0,-1.10E-03,4086.240832,-2.80E-03,30-Sep,,,,,,10468524,,,72103881,,,-133696894,1199,105,3.698224852,0.377292779,22.26027397,8125,,,,,,164,164,36.748,-108.8
12797,Alta Vista Regional Hospital,Hospital,Short Term Acute Care Hospital,104 Legion Ave,,Las Vegas,NM,87701,505.426.3500,NM - San Miguel,www.altavistaregionalhospital.com,Proprietary - Corporation,Active,46,10049.72639,0,0,-1.00E-04,31-Aug,146455242,57396771,89058471,107035548,39419694,6776561,8315534,0.7308,11736669,654477,0.315997151,6054892,192,36,3.159012629,0.306789756,14.11232877,5503,268,153,17829.78913,0.197089529,490,225,715,35.6198,-105.213
12798,Christus St Vincent Regional Medical Center,Hospital,Short Term Acute Care Hospital,455 St Michaels Drive,,Santa Fe,NM,87505,505.983.3361,NM - Santa Fe,www.stvin.org,Voluntary Nonprofit - Other,Active,168,0,-2.40E-03,78994.48658,0,30-Jun,947049482,344890056,602159426,618713939,328335543,63580428,25335594,0.6533,130992839,4736593,0.415011874,10466564,1649,271,3.776223169,0.670270711,112.6054795,43453,,1232,55224.48375,0.323730099,3678,3365,7043,35.6579,-105.946
12799,Santa Fe PHS Indian Hospital,Hospital,Short Term Acute Care Hospital,1700 Cerrillos Road,,Santa Fe,NM,87501,505.988.9821,NM - Santa Fe,www.ihs.gov,Governmental - Federal,Active,4,0,0,0,0,30-Sep,,,,,,2150133,,,10168396,,,-30192288,1,52,4.470588235,0.468493151,1.873972603,684,,,,,,17,17,35.6735,-105.96
12800,Christus St Vincent Physicians Medical Center (Physicians Medical Center Of Santa Fe),Hospital,Short Term Acute Care Hospital,2990 Rodeo Park Drive East,,Santa Fe,NM,87505,505.913.3361,NM - Santa Fe,www.stvin.org/,Voluntary Nonprofit - Other,Active,12,,,,0,31-Dec,31559202,12574983,18984219,20726521,10832681,1986388,,0.6567,4131507,,0.381392843,-1601370,60,,2.547692308,0.189041096,2.268493151,828,,,,,710,0,710,35.6365,-105.96
12801,Sierra Vista Hospital,Hospital,Critical Access Hospital,800 E Ninth Avenue,,Truth or Consequences,NM,87901,575.894.2111,NM - Sierra,,Governmental - Other,Active,15,,,,,30-Jun,24394614,4896452,19498162,9701262,14693352,3058457,4288517,0.3976,,,9.19E-02,-449798,133,17,3.083511777,0.263013699,3.945205479,1440,189,,6861.54,0,,0,0,33.139,-107.243
12802,Socorro General Hospital,Hospital,Critical Access Hospital,1202 Highway 60 West,,Socorro,NM,87801,575.835.1140,NM - Socorro,www.phs.org/phs/careers/locations/socorro/index.htm,Voluntary Nonprofit - Other,Active,24,,,,,31-Dec,50977193,6732219,44244974,26059483,24917710,2614898,7185051,0.5111,,,6.84E-03,146620,142,25,3.30754717,0.170309654,4.087431694,1753,105,139,10977.6486,5.56E-02,1210,116,1281,34.0375,-106.912
12803,Holy Cross Hospital,Hospital,Short Term Acute Care Hospital,1397 Weimer Road,,Taos,NM,87571,575.758.8883,NM - Taos,www.taoshospital.org,Voluntary Nonprofit - Other,Active,47,9623.105517,-1.10E-03,5300.908227,0,31-May,92006291,26199367,65806924,59404338,32601953,10306304,4680463,0.6456,22622781,1204910,0.878378022,-6993697,346,80,3.553094832,0.341183328,16.03561644,6257,,244,16186.38,0.184345724,1140,629,1553,36.366,-105.568
12804,Union County General Hospital,Hospital,Critical Access Hospital,300 Wilson Street,,Clayton,NM,88415,575.374.2585,NM - Union,www.unioncountygeneral.com,Governmental - County,Active,25,,,,,30-Jun,17642965,5075820,12567145,7380646,10262319,3244764,2767418,0.4183,,,3.85E-03,341287,65,5,5.214912281,0.129315068,3.232876712,1189,,21,2594.162832,0.091254753,40,40,48,36.4554,-103.193
12805,Albany Memorial Hospital,Hospital,Short Term Acute Care Hospital,600 Northern Boulevard,,Albany,NY,12204,518.471.3221,NY - Albany,www.nehealth.com,Voluntary Nonprofit - Other,Active,165,78146.41865,-4.50E-03,44163.81743,-3.90E-03,30-Jun,262288458,65201681,197086777,177906284,84382174,16161109,2829459,0.6782,38680471,547966,0.543473092,3012993,663,111,5.102409639,0.295342466,48.73150685,17787,4102,,34936.14479,0.177518734,6258,782,7040,42.6735,-73.7503
12806,Albany Medical Center Hospital,Hospital,Short Term Acute Care Hospital,43 New Scotland Avenue,,Albany,NY,12208,518.262.3125,NY - Albany,www.amc.edu,Voluntary Nonprofit - Other,Active,624,237158.1973,-7.00E-04,55258.58624,-4.00E-04,31-Dec,2467189382,1676676942,790512440,1746331080,720858302,152666453,110399415,0.7078,239273791,1688169,0.335034944,21588307,4296,583,6.021881696,0.797787144,497.8191781,185486,22765,2117,68483.47556,0.514344815,4420,10813,15233,42.6534,-73.7741
12807,St Peters Hospital,Hospital,Short Term Acute Care Hospital,315 South Manning Boulevard,,Albany,NY,12208,518.525.1550,NY - Albany,www.stpetershealthcare.org,Voluntary Nonprofit - Church,Active,482,20430.82444,-7.00E-04,48740.28611,-2.80E-03,30-Jun,1593295236,847964456,745330780,1103926127,489369109,96350339,49516114,0.6928,185982697,4983377,0.443267589,39769197,3089,481,5.401354421,0.685573808,330.4465753,126019,24859,2350,58613.23349,0.48375847,9522,8052,17574,42.6576,-73.8042
12808,Albany Medical Center / South Clinical Campus,Hospital,Short Term Acute Care Hospital,25 Hackett Boulevard,,Albany,NY,12208,518.262.1200,NY - Albany,www.amc.edu,Voluntary Nonprofit - Other,Active,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2272,0,2272,42.6445,-73.7842
12809,Jones Memorial Hospital,Hospital,Short Term Acute Care Hospital,191 North Main Street,,Wellsville,NY,14895,585.593.1100,NY - Allegany,www.jmhny.org,Voluntary Nonprofit - Other,Active,70,7835.977682,-1.80E-03,6843.735079,0,31-Dec,72555761,21010781,51544980,40616235,31939526,7293570,5801804,0.5597,16322723,13559,0.658492208,154239,308,34,4.402849741,0.242348337,16.96438356,6798,594,263,13200.60735,0.231691649,2439,394,2643,42.1232,-77.95
12810,Lincoln Medical & Mental Health Center,Hospital,Short Term Acute Care Hospital,234 East 149th Street,,Bronx,NY,10451,718.579.5000,NY - Bronx,www.nyc.gov/html/hhc/lincoln/html/home/home.shtml,Governmental - City,Active,287,78732.96834,-4.20E-03,64961.12218,-6.10E-03,30-Jun,930989067,516520433,414468634,441424311,489564756,66500155,263566374,0.4741,208259432,21130958,0.649512082,-4296887,3062,195,3.865575713,0.762684359,218.890411,84803,12620,2133,161926.02,0.332676107,5896,3195,8117,40.8177,-73.9236
12811,Montefiore Medical Center Health System,Health System,Health System,111 East 210th Street,,Bronx,NY,10467,718.920.4321,NY - Bronx,www.montefiore.org,Voluntary Nonprofit - Other,Active,2010,2790728.313,,2170015.611,,,10720267161,6626784285,4093482875,7927833921,2792433240,608425440.5,710090202.2,0.7395,1721573714,28922918.55,0.813675018,184627706,20227,2087,5.759892793,0.811500208,,619322,,10433,434485.2066,,9798,21978,30839,40.8798,-73.8804
12812,Jacobi Medical Center,Hospital,Short Term Acute Care Hospital,1400 Pelham Parkway South,,Bronx,NY,10461,718.918.5000,NY - Bronx,www.nyc.gov/html/hhc/jacobi/home.html,Governmental - City,Active,326,69454.44846,-5.10E-03,135520.9883,-1.00E-02,30-Jun,1064488707,634347901,430140806,561487359,503001348,76940909,319410762,0.5274,265372938,26929782,0.798680697,-112419825,3390,35,5.670874349,0.776208085,253.0438356,97936,11586,2011,117010.32,0.434894399,4138,3147,6002,40.8572,-73.843
12813,New York Westchester Square Medical Center (Inpatient Closed March 2013),Hospital,Short Term Acute Care Hospital,2475 St Raymond Avenue,,Bronx,NY,10461,718.920.4321,NY - Bronx,www.nywsmc.org,,Active,,21087.78432,,,-1.00E-02,,,,,,,,,,,,,,,,,,,,,,22753.14,1,,1034,97,40.6148,-74.1244
12814,Bronx - Lebanon Hospital Center - Fulton Campus,Hospital,Short Term Acute Care Hospital,1276 Fulton Avenue,,Bronx,NY,10456,718.590.1800,NY - Bronx,www.bronx-leb.org/,Voluntary Nonprofit - Other,Active,481,174991.301,-5.50E-03,159831.0597,-1.00E-02,31-Dec,680593405,426430246,254163159,124068350,556525055,,303659343,0.1822,313657900,7515688,0.761970172,54790086,3852,263,4.686457835,0.700133854,336.7643836,127317,22212,2324,138647.58,0.481135671,280,3483,2411,40.8319,-73.9037
12815,North Central Bronx Hospital,Hospital,Short Term Acute Care Hospital,3424 Kossuth Avenue & 210th Street,,Bronx,NY,10467,718.519.5000,NY - Bronx,www.nyc.gov/html/hhc/ncbh/html/home/home.shtml,Governmental - City,Active,143,31684.96745,-2.50E-03,16038.65544,-2.40E-03,30-Jun,323115356,157356528,165758828,166714210,156401146,15463219,91611668,0.5159,69330283,6183281,0.686140906,-8661919,982,10,5.109428432,0.545288464,77.97625036,20918,2817,1601,61969.08,0.343795978,1369,730,1453,40.8801,-73.8818
12816,St Barnabas Hospital,Hospital,Short Term Acute Care Hospital,4422 Third Avenue,,Bronx,NY,10457,718.960.9000,NY - Bronx,www.stbarnabashospital.org,Voluntary Nonprofit - Other,Active,336,20593.53141,-2.40E-03,45247.07597,-6.20E-03,31-Dec,878984937,569271476,309713461,552346653,326638284,,179152679,0.6283,156751648,1333889,0.638321193,5214398,2485,161,4.787920129,0.606629159,203.8273973,77210,13044,1223,97697.64,0.419273807,4294,1242,5536,40.6186,-73.9323
12817,United Health Services,Health System,Health System,33-57 Harrison Street,,Johnson City,NY,13790,607.763.6000,NY - Broome,www.uhs.net,Voluntary Nonprofit - Other,Active,583,75652.87695,,460.2882464,,,1374127694,565919428,808208266,815518360,558609334,101515867,77998776,0.5934,223598586,1180971,0.531723322,11231750,4098,436,5.499887993,0.543554027,,98206,,1876,84520.64415,,8690,4436,13126,42.1142,-75.959
12818,Our Lady Of Lourdes Memorial Hospital,Hospital,Short Term Acute Care Hospital,169 Riverside Drive,,Binghamton,NY,13905,607.798.5111,NY - Broome,www.ascensionhealth.org/,Voluntary Nonprofit - Church,Active,148,485897.0823,-2.00E-03,58490.41406,-7.00E-04,31-Dec,691090796,189964311,501126485,423344630,267746166,46023522,31371316,0.6125,115325677,,0.517709053,32080896,1856,253,4.426351957,0.773657904,114.5013699,44445,6686,1153,51755.88335,0.348420508,4555,2136,6691,42.0932,-75.9352
12819,Tri - County Memorial Hospital (Closed 2009 - Scheduled to Reopen),Hospital,Short Term Acute Care Hospital,100 Memorial Drive,,Gowanda,NY,14070,716.532.3377,NY - Cattaraugus,www.tlchealth.org,Voluntary Nonprofit - Other,Closed,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,142,142,42.4647,-78.9429
12820,Olean General Hospital,Hospital,Short Term Acute Care Hospital,515 Main Street,,Olean,NY,14760,716.373.2600,NY - Cattaraugus,www.ogh.org,Voluntary Nonprofit - Other,Active,150,84530.48857,-3.00E-03,40114.50609,-4.00E-03,31-Dec,233253492,76510582,156742910,134291401,98962091,19963781,997763,0.5757,40624267,483249,0.536668117,1676521,746,120,5.661687525,0.481351598,72.20273973,28048,4763,736,36019.35368,0.270308564,4242,1209,5084,42.0897,-78.4269
12821,Auburn Community Hospital,Hospital,Short Term Acute Care Hospital,17 Lansing Street,,Auburn,NY,13021,315.255.7011,NY - Cayuga,www.auburnhospital.org,Voluntary Nonprofit - Other,Active,85,57896.47879,-9.00E-04,12327.62719,-4.70E-03,31-Dec,197351988,87125469,110226519,110655611,86696377,19672598,10257917,0.5607,38125324,526986,0.595679125,-2875862,629,132,4.673539519,0.588815471,50.04931507,19040,2855,460,25951.75206,0.245749614,3342,1158,4021,42.9408,-76.5634
12822,Womans Christian Association Hospital,Hospital,Short Term Acute Care Hospital,207 Foote Avenue,,Jamestown,NY,14701,716.487.0141,NY - Chautauqua,www.wcahospital.org,Voluntary Nonprofit - Other,Active,157,45400.11172,-4.00E-04,6319.608669,-1.80E-03,31-Dec,228286171,87432607,140853564,131372822,96913349,19264595,16794707,0.5754,42698609,30720,0.56951759,-2459604,907,123,5.195316856,0.463258005,72.73150685,27956,5313,612,36223.67599,0.298286604,3466,1336,4099,42.0915,-79.233
12823,Brooks Memorial Hospital,Hospital,Short Term Acute Care Hospital,529 Central Avenue,,Dunkirk,NY,14048,716.366.1111,NY - Chautauqua,www.brookshospital.org,Voluntary Nonprofit - Other,Active,65,16206.98327,-2.30E-03,9211.404734,-4.00E-04,31-Dec,74683127,24857858,49825269,35252037,39431090,6491185,5586307,0.472,19529104,521945,0.512258398,-5319831,408,53,4.262358895,0.416269758,27.05753425,10950,2091,466,19011.70506,0.204464575,2614,514,3128,42.4809,-79.3337
12824,Westfield Memorial Hospital,Hospital,Short Term Acute Care Hospital,189 East Main Street,,Westfield,NY,14787,716.326.4921,NY - Chautauqua,www.wmhinc.org,Voluntary Nonprofit - Other,Active,4,0,0,0,0,31-Dec,23024669,632744,22391925,16023825,7000844,1207231,509013,0.6959,3460181,86207,0.611876939,-1215618,68,21,2.923809524,0.210273973,0.84109589,307,70,,9363.414645,2.90E-02,926,0,926,42.3466,-79.5341
12825,Roswell Park Cancer Institute,Hospital,Short Term Acute Care Hospital,Elm And Carlton Streets,,Buffalo,NY,14203,716.845.2300,NY - Erie,www.roswellpark.org,Governmental - State,Active,133,,,,,31-Mar,870569772,328133642,542436130,491112469,379457303,50929996,,0.5641,,,0,1050433,2905,239,8.185185185,0.787254195,104.704808,38233,7687,,,,,3180,2301,42.8985,-78.8642
12826,St Josephs Hospital,Hospital,Short Term Acute Care Hospital,555 St. Joseph's Boulevard,,Elmira,NY,14901,607.733.6541,NY - Chemung,www.arnothealth.org/st-josephs-hospital,Voluntary Nonprofit - Church,Active,70,96743.42199,-3.80E-03,39093.57566,-8.00E-03,31-Dec,149153189,73466055,75687134,102058348,47094841,9811410,,0.6842,22103359,55286,0.565385262,-27681300,388,8,5.58941528,0.509869574,35.69087016,13096,,,13518.56076,0.311877903,1143,290,1300,42.0909,-76.7983
12827,Arnot Ogden Medical Center,Hospital,Short Term Acute Care Hospital,600 Roe Avenue,,Elmira,NY,14905,607.737.4100,NY - Chemung,www.aomc.org,Voluntary Nonprofit - Other,Active,201,171747.5396,-7.70E-03,237017.3734,-9.10E-03,31-Dec,570741214,244925154,325816060,361343560,209397654,46316687,,0.6331,145738641,66960,0.889087965,-10046931,2062,243,5.014284406,0.708362298,142.3808219,54761,3913,1213,46593.07334,0.344617856,1243,3093,4336,42.0993,-76.8269
12828,UHS Chenango Memorial Hospital,Hospital,Short Term Acute Care Hospital,179 North Broad Street,,Norwich,NY,13815,607.337.4111,NY - Chenango,www.uhs.net/cmh,Voluntary Nonprofit - Other,Active,58,42820.50938,-1.00E-04,460.2882464,-1.30E-03,31-Dec,171928647,41859606,130069041,109316119,62612528,8512926,8991628,0.6358,27490452,39773,0.579631092,2027316,399,58,4.061064087,0.28876955,16.74863388,6717,957,255,17227.39744,0.192756292,1622,325,1947,42.5413,-75.5248
12829,Champlain Valley Physicians Hospital Medical Center,Hospital,Short Term Acute Care Hospital,75 Beekman Street,,Plattsburgh,NY,12901,518.561.2000,NY - Clinton,www.cvph.org,Voluntary Nonprofit - Other,Active,321,195075.9947,-7.50E-03,268258.5488,-1.00E-02,31-Dec,810583159,313525542,497057617,530127632,280455527,68103430,30258847,0.654,138668324,174279,0.632214822,12868607,1849,220,6.354845839,0.472385098,151.6356164,57505,3832,938,46407.4967,0.209055281,2702,3550,4773,44.6997,-73.4666
12830,Columbia Memorial Hospital,Hospital,Short Term Acute Care Hospital,71 Prospect Avenue,,Hudson,NY,12534,518.828.7601,NY - Columbia,www.columbiamemorial.com/,Voluntary Nonprofit - Other,Active,104,242424.7431,,,,31-Dec,366865510,110849180,256016330,229497189,137368321,27850341,20787677,0.6255,75429159,1582216,0.677665974,149590,1161,158,4.771756648,0.600711275,62.4739726,23687,3347,384,33381.54,1,,1266,769,42.2459,-73.7785
12831,Cortland Regional Medical Center,Hospital,Short Term Acute Care Hospital,134 Homer Avenue,,Cortland,NY,13045,607.756.3500,NY - Cortland,www.cortlandhospital.org,Voluntary Nonprofit - Other,Active,107,136739.2481,-5.40E-03,57124.86764,-7.50E-03,31-Dec,147901170,59007087,88894083,73627739,74273431,15091193,10699953,0.4978,37612613,378287,0.674421813,-15951085,718,88,7.216216216,0.598796569,64.07123288,24297,1718,396,29681.23231,0.27755598,2616,365,2981,42.6084,-76.1858
12832,Margaretville Memorial Hospital,Hospital,Critical Access Hospital,42084 State Highway 28,,Margaretville,NY,12455,845.586.2631,NY - Delaware,www.kingstonhospital.org/margaretville/index.html,Voluntary Nonprofit - Other,Active,15,,,,,31-Dec,26314051,13128302,13185749,11552303,14761748,2536878,5207952,0.439,,,0.162065157,-2470367,103,12,9.008733624,0.376803653,5.652054795,2063,69,,4129.848745,2.92E-03,2,9,11,42.1468,-74.6391
12833,UHS Delaware Valley Hospital,Hospital,Critical Access Hospital,1 Titus Place,,Walton,NY,13856,607.865.2100,NY - Delaware,www.uhs.net/?id=60&sid=1,Voluntary Nonprofit - Other,Active,25,,,,,31-Dec,35246958,8091460,27155498,20270370,14976588,2450919,2197118,0.575,,,9.44E-02,1660924,143,10,8.530232558,0.401972603,10.04931507,3668,300,,4881.486715,5.22E-03,,0,0,42.1648,-75.1284
12834,MidHudson Regional Hospital of Westchester Medical Center (FKA: St Francis Hospital),Hospital,Short Term Acute Care Hospital,241 North Road,,Poughkeepsie,NY,12601,845.483.5000,NY - Dutchess,www.sfhospital.org/contact-us,Voluntary Nonprofit - Church,Active,185,111913.7758,-6.40E-03,159487.2414,-5.80E-03,8-May,439953088.4,275065694.3,164887394.1,331140235.3,108812853,31581694.74,27129504.69,0.7526,74846780.6,1063880.283,0.753225999,-51730149.48,1185,3,5.959724951,0.512415541,94.796875,34777.76378,1986.24,,29680.43566,0.281173194,2088,2527,3424,41.7299,-73.9326
12835,Northern Dutchess Hospital,Hospital,Short Term Acute Care Hospital,6511 Springbrook Avenue,,Rhinebeck,NY,12572,845.876.3001,NY - Dutchess,www.health-quest.org,Voluntary Nonprofit - Other,Active,58,4326.139622,-5.00E-04,6894.020763,-1.50E-03,31-Dec,180401147,100894519,79506628,104005627,76395520,16199952,6283032,0.5765,22663260,1893230,0.420896238,10434289,334,69,4.523013779,0.633443552,36.73972603,15428,1540,877,15118.44,0.279853892,1841,1281,2640,41.9351,-73.9129
12836,Vassar Brothers Medical Center,Hospital,Short Term Acute Care Hospital,45 Reade Place,,Poughkeepsie,NY,12601,845.454.8500,NY - Dutchess,www.health-quest.org/home_vb.cfm?id=11,Voluntary Nonprofit - Other,Active,365,880533.2943,-7.90E-03,601693.7248,-1.00E-02,31-Dec,1208429571,706047730,502381841,813174959,395254612,99087315,40866357,0.6729,116790895,6557177,0.441341345,39288167,1605,355,5.538990963,0.65383374,238.6493151,92551,8260,2366,67969.74,0.385651139,7564,3385,11546,41.6944,-73.9348
12837,Sheehan Memorial Hospital (Closed 2012),Hospital,Short Term Acute Care Hospital,425 Michigan Avenue,,Buffalo,NY,14203,716.848.2000,NY - Erie,www.smhhealth.org,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8842,-78.868
12838,Buffalo General Medical Center (FKA Buffalo General Hospital),Hospital,Short Term Acute Care Hospital,100 High Street,,Buffalo,NY,14203,716.859.5600,NY - Erie,www.kaleidahealth.org/bgmc/,Voluntary Nonprofit - Other,Active,377,303827.2027,-6.40E-03,648097.1274,-9.20E-03,31-Dec,2529477074,1666578703,862898371,1440648607,1088828467,199471998,185992230,0.5695,483676278,2928394,0.611417359,-16227000,7154,892,5.634468807,0.769146022,722.9972603,275734,73997,5147,171434.46,0.385719251,17177,18702,32714,42.9003,-78.8652
12839,Sisters Of Charity Hospital,Hospital,Short Term Acute Care Hospital,2157 Main Street,,Buffalo,NY,14214,716.862.1000,NY - Erie,www.chsbuffalo.org/facilities/hospitals/soch,Voluntary Nonprofit - Church,Active,398,29031.9875,-2.70E-03,79746.64826,-4.40E-03,31-Dec,653896878,415316193,238580685,340619995,313276883,45561710,49993224,0.5209,139505048,3989904,0.576085836,7606407,2374,395,5.146057659,0.564679562,224.7424658,88893,24281,2983,71202.12,0.329235838,8766,5868,14634,42.9281,-78.8508
